FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
170524;0300;;;;
170524;0400;;;;
170524;0500;;;;
170524;0600;;;;
170524;0700;;;;
170524;0800;;;;
170524;0900;;;;
170524;1000;;;;
170524;1100;;;;
170524;1200;;;;
170524;1300;;;;
170524;1400;;;;
170524;1500;;;;
170524;1600;;;;
170524;1700;99;;;
170524;1800;126;;;
170524;1900;139;;;
170524;2000;146;;;
170524;2100;129;;;
170524;2200;115;;;
170524;2300;110;;;
170525;0000;87;;;
170525;0100;47;;;
170525;0200;38;;;
170525;0300;8;;;
170525;0400;11;;;
170525;0500;14;;;
170525;0600;14;;;
170525;0700;16;;;
170525;0800;31;;;
170525;0900;41;;;
170525;1000;47;;;
170525;1100;66;;;
170525;1200;126;;;
170525;1300;205;;;
170525;1400;137;;;
170525;1500;142;;;
170525;1600;227;;;
170525;1700;193;;;
170525;1800;158;;;
170525;1900;190;;;
170525;2000;210;;;
170525;2100;294;;;
170525;2200;195;;;
170525;2300;170;;;
170526;0000;134;;;
170526;0100;105;;;
170526;0200;99;;;
170526;0300;95;;;
170526;0400;75;;;
170526;0500;61;;;
170526;0600;73;;;
170526;0700;76;;;
170526;0800;108;;;
170526;0900;140;;;
170526;1000;183;;;
170526;1100;185;;;
170526;1200;148;;;
170526;1300;88;;;
170526;1400;78;;;
170526;1500;49;;;
170526;1600;41;;;
170526;1700;19;;;
170526;1800;15;;;
170526;1900;17;;;
170526;2000;30;;;
170526;2100;139;;;
170526;2200;578;;;
170526;2300;473;;;
170527;0000;246;;;
170527;0100;170;;;
170527;0200;153;;;
170527;0300;45;;;
170527;0400;18;;;
170527;0500;16;;;
170527;0600;8;;;
170527;0700;10;;;
170527;0800;17;;;
170527;0900;23;;;
170527;1000;35;;;
170527;1100;40;;;
170527;1200;49;;;
170527;1300;75;;;
170527;1400;107;;;
170527;1500;122;;;
170527;1600;76;;;
170527;1700;55;;;
170527;1800;29;;;
170527;1900;83;;;
170527;2000;64;;;
170527;2100;46;;;
170527;2200;82;;;
170527;2300;54;;;
170528;0000;30;;;
170528;0100;35;;;
170528;0200;31;;;
170528;0300;23;;;
170528;0400;25;;;
170528;0500;20;;;
170528;0600;11;;;
170528;0700;13;;;
170528;0800;18;;;
170528;0900;29;;;
170528;1000;24;;;
170528;1100;45;;;
170528;1200;74;;;
170528;1300;48;;;
170528;1400;43;;;
170528;1500;52;;;
170528;1600;118;;;
170528;1700;145;;;
170528;1800;101;;;
170528;1900;68;;;
170528;2000;69;;;
170528;2100;49;;;
170528;2200;45;;;
170528;2300;38;;;
170529;0000;57;;;
170529;0100;54;;;
170529;0200;42;;;
170529;0300;39;;;
170529;0400;20;;;
170529;0500;24;;;
170529;0600;18;;;
170529;0700;26;;;
170529;0800;22;;;
170529;0900;20;;;
170529;1000;19;;;
170529;1100;33;;;
170529;1200;52;;;
170529;1300;28;;;
170529;1400;24;;;
170529;1500;49;;;
170529;1600;45;;;
170529;1700;34;;;
170529;1800;43;;;
170529;1900;54;;;
170529;2000;107;;;
170529;2100;79;;;
170529;2200;36;;;
170529;2300;37;;;
170530;0000;61;;;
170530;0100;53;;;
170530;0200;25;;;
170530;0300;18;;;
170530;0400;15;;;
170530;0500;14;;;
170530;0600;15;;;
170530;0700;27;;;
170530;0800;38;;;
170530;0900;32;;;
170530;1000;35;;;
170530;1100;41;;;
170530;1200;54;;;
170530;1300;57;;;
170530;1400;49;;;
170530;1500;44;;;
170530;1600;54;;;
170530;1700;82;;;
170530;1800;79;;;
170530;1900;119;;;
170530;2000;133;;;
170530;2100;92;;;
170530;2200;82;;;
170530;2300;83;;;
170531;0000;73;;;
170531;0100;46;;;
170531;0200;42;;;
170531;0300;38;;;
170531;0400;35;;;
170531;0500;27;;;
170531;0600;26;;;
170531;0700;30;;;
170531;0800;46;;;
170531;0900;38;;;
170531;1000;68;;;
170531;1100;91;;;
170531;1200;146;;;
170531;1300;136;;;
170531;1400;;;;
170531;1500;93;;;
170531;1600;60;;;
170531;1700;37;;;
170531;1800;26;;;
170531;1900;77;;;
170531;2000;58;;;
170531;2100;40;;;
170531;2200;8;;;
170531;2300;10;;;
170601;0000;108;;;
170601;0100;79;;;
170601;0200;8;;;
170601;0300;5;;;
170601;0400;5;;;
170601;0500;6;;;
170601;0600;25;;;
170601;0700;73;;;
170601;0800;112;;;
170601;0900;72;;;
170601;1000;26;;;
170601;1100;22;;;
170601;1200;35;;;
170601;1300;24;;;
170601;1400;16;;;
170601;1500;9;;;
170601;1600;11;;;
170601;1700;18;;;
170601;1800;16;;;
170601;1900;27;;;
170601;2000;9;;;
170601;2100;22;;;
170601;2200;106;;;
170601;2300;8;;;
170602;0000;9;;;
170602;0100;50;;;
170602;0200;93;;;
170602;0300;67;;;
170602;0400;29;;;
170602;0500;16;;;
170602;0600;13;;;
170602;0700;26;;;
170602;0800;29;;;
170602;0900;57;;;
170602;1000;39;;;
170602;1100;51;;;
170602;1200;49;;;
170602;1300;32;;;
170602;1400;21;;;
170602;1500;15;;;
170602;1600;12;;;
170602;1700;32;;;
170602;1800;22;;;
170602;1900;;;;
170602;2000;16;;;
170602;2100;84;;;
170602;2200;24;;;
170602;2300;84;;;
170603;0000;131;;;
170603;0100;68;;;
170603;0200;65;;;
170603;0300;33;;;
170603;0400;8;;;
170603;0500;8;;;
170603;0600;9;;;
170603;0700;10;;;
170603;0800;8;;;
170603;0900;17;;;
170603;1000;13;;;
170603;1100;10;;;
170603;1200;8;;;
170603;1300;10;;;
170603;1400;13;;;
170603;1500;21;;;
170603;1600;9;;;
170603;1700;8;;;
170603;1800;6;;;
170603;1900;10;;;
170603;2000;17;;;
170603;2100;2;;;
170603;2200;4;;;
170603;2300;17;;;
170604;0000;8;;;
170604;0100;18;;;
170604;0200;143;;;
170604;0300;85;;;
170604;0400;25;;;
170604;0500;25;;;
170604;0600;19;;;
170604;0700;10;;;
170604;0800;12;;;
170604;0900;22;;;
170604;1000;35;;;
170604;1100;30;;;
170604;1200;32;;;
170604;1300;33;;;
170604;1400;24;;;
170604;1500;8;;;
170604;1600;4;;;
170604;1700;3;;;
170604;1800;25;;;
170604;1900;54;;;
170604;2000;20;;;
170604;2100;76;;;
170604;2200;134;;;
170604;2300;11;;;
170605;0000;93;;;
170605;0100;146;;;
170605;0200;206;;;
170605;0300;172;;;
170605;0400;101;;;
170605;0500;103;;;
170605;0600;73;;;
170605;0700;84;;;
170605;0800;85;;;
170605;0900;90;;;
170605;1000;65;;;
170605;1100;106;;;
170605;1200;208;;;
170605;1300;186;;;
170605;1400;;;;
170605;1500;41;;;
170605;1600;48;;;
170605;1700;30;;;
170605;1800;78;;;
170605;1900;79;;;
170605;2000;230;;;
170605;2100;380;;;
170605;2200;252;;;
170605;2300;133;;;
170606;0000;95;;;
170606;0100;72;;;
170606;0200;72;;;
170606;0300;68;;;
170606;0400;45;;;
170606;0500;35;;;
170606;0600;23;;;
170606;0700;30;;;
170606;0800;41;;;
170606;0900;56;;;
170606;1000;32;;;
170606;1100;29;;;
170606;1200;26;;;
170606;1300;15;;;
170606;1400;16;;;
170606;1500;20;;;
170606;1600;10;;;
170606;1700;29;;;
170606;1800;23;;;
170606;1900;27;;;
170606;2000;22;;;
170606;2100;51;;;
170606;2200;35;;;
170606;2300;21;;;
170607;0000;11;;;
170607;0100;7;;;
170607;0200;2;;;
170607;0300;4;;;
170607;0400;8;;;
170607;0500;9;;;
170607;0600;5;;;
170607;0700;3;;;
170607;0800;6;;;
170607;0900;5;;;
170607;1000;5;;;
170607;1100;9;;;
170607;1200;8;;;
170607;1300;7;;;
170607;1400;8;;;
170607;1500;10;;;
170607;1600;13;;;
170607;1700;16;;;
170607;1800;17;;;
170607;1900;14;;;
170607;2000;21;;;
170607;2100;8;;;
170607;2200;11;;;
170607;2300;9;;;
170608;0000;26;;;
170608;0100;42;;;
170608;0200;62;;;
170608;0300;26;;;
170608;0400;15;;;
170608;0500;12;;;
170608;0600;17;;;
170608;0700;22;;;
170608;0800;27;;;
170608;0900;55;;;
170608;1000;55;;;
170608;1100;46;;;
170608;1200;37;;;
170608;1300;25;;;
170608;1400;23;;;
170608;1500;33;;;
170608;1600;33;;;
170608;1700;32;;;
170608;1800;34;;;
170608;1900;50;;;
170608;2000;18;;;
170608;2100;14;;;
170608;2200;11;;;
170608;2300;19;;;
170609;0000;8;;;
170609;0100;10;;;
170609;0200;9;;;
170609;0300;6;;;
170609;0400;4;;;
170609;0500;8;;;
170609;0600;7;;;
170609;0700;8;;;
170609;0800;23;;;
170609;0900;48;;;
170609;1000;39;;;
170609;1100;29;;;
170609;1200;27;;;
170609;1300;25;;;
170609;1400;33;;;
170609;1500;31;;;
170609;1600;72;;;
170609;1700;77;;;
170609;1800;30;;;
170609;1900;95;;;
170609;2000;107;;;
170609;2100;132;;;
170609;2200;123;;;
170609;2300;79;;;
170610;0000;27;;;
170610;0100;51;;;
170610;0200;61;;;
170610;0300;28;;;
170610;0400;13;;;
170610;0500;11;;;
170610;0600;7;;;
170610;0700;2;;;
170610;0800;2;;;
170610;0900;8;;;
170610;1000;11;;;
170610;1100;10;;;
170610;1200;8;;;
170610;1300;8;;;
170610;1400;10;;;
170610;1500;15;;;
170610;1600;8;;;
170610;1700;19;;;
170610;1800;16;;;
170610;1900;22;;;
170610;2000;4;;;
170610;2100;4;;;
170610;2200;8;;;
170610;2300;18;;;
170611;0000;8;;;
170611;0100;9;;;
170611;0200;65;;;
170611;0300;59;;;
170611;0400;26;;;
170611;0500;26;;;
170611;0600;14;;;
170611;0700;21;;;
170611;0800;8;;;
170611;0900;18;;;
170611;1000;42;;;
170611;1100;59;;;
170611;1200;31;;;
170611;1300;18;;;
170611;1400;12;;;
170611;1500;8;;;
170611;1600;15;;;
170611;1700;18;;;
170611;1800;14;;;
170611;1900;10;;;
170611;2000;11;;;
170611;2100;72;;;
170611;2200;11;;;
170611;2300;10;;;
170612;0000;87;;;
170612;0100;71;;;
170612;0200;162;;;
170612;0300;161;;;
170612;0400;42;;;
170612;0500;32;;;
170612;0600;25;;;
170612;0700;43;;;
170612;0800;56;;;
170612;0900;75;;;
170612;1000;64;;;
170612;1100;77;;;
170612;1200;68;;;
170612;1300;102;;;
170612;1400;52;;;
170612;1500;37;;;
170612;1600;25;;;
170612;1700;22;;;
170612;1800;42;;;
170612;1900;48;;;
170612;2000;200;;;
170612;2100;269;;;
170612;2200;322;;;
170612;2300;300;;;
170613;0000;266;;;
170613;0100;90;;;
170613;0200;67;;;
170613;0300;49;;;
170613;0400;42;;;
170613;0500;23;;;
170613;0600;23;;;
170613;0700;19;;;
170613;0800;27;;;
170613;0900;17;;;
170613;1000;69;;;
170613;1100;57;;;
170613;1200;48;;;
170613;1300;47;;;
170613;1400;24;;;
170613;1500;20;;;
170613;1600;15;;;
170613;1700;18;;;
170613;1800;70;;;
170613;1900;52;;;
170613;2000;124;;;
170613;2100;66;;;
170613;2200;129;;;
170613;2300;79;;;
170614;0000;58;;;
170614;0100;51;;;
170614;0200;68;;;
170614;0300;45;;;
170614;0400;35;;;
170614;0500;34;;;
170614;0600;30;;;
170614;0700;53;;;
170614;0800;53;;;
170614;0900;72;;;
170614;1000;52;;;
170614;1100;105;;;
170614;1200;76;;;
170614;1300;54;;;
170614;1400;54;;;
170614;1500;45;;;
170614;1600;29;;;
170614;1700;29;;;
170614;1800;22;;;
170614;1900;22;;;
170614;2000;18;;;
170614;2100;17;;;
170614;2200;10;;;
170614;2300;8;;;
170615;0000;8;;;
170615;0100;8;;;
170615;0200;9;;;
170615;0300;10;;;
170615;0400;10;;;
170615;0500;10;;;
170615;0600;10;;;
170615;0700;10;;;
170615;0800;10;;;
170615;0900;10;;;
170615;1000;17;;;
170615;1100;11;;;
170615;1200;16;;;
170615;1300;8;;;
170615;1400;8;;;
170615;1500;9;;;
170615;1600;8;;;
170615;1700;8;;;
170615;1800;18;;;
170615;1900;6;;;
170615;2000;7;;;
170615;2100;6;;;
170615;2200;4;;;
170615;2300;3;;;
170616;0000;1;;;
170616;0100;1;;;
170616;0200;3;;;
170616;0300;4;;;
170616;0400;6;;;
170616;0500;4;;;
170616;0600;1;;;
170616;0700;1;;;
170616;0800;8;;;
170616;0900;10;;;
170616;1000;19;;;
170616;1100;19;;;
170616;1200;19;;;
170616;1300;22;;;
170616;1400;33;;;
170616;1500;25;;;
170616;1600;23;;;
170616;1700;19;;;
170616;1800;15;;;
170616;1900;15;;;
170616;2000;17;;;
170616;2100;11;;;
170616;2200;16;;;
170616;2300;54;;;
170617;0000;103;;;
170617;0100;100;;;
170617;0200;7;;;
170617;0300;4;;;
170617;0400;6;;;
170617;0500;8;;;
170617;0600;7;;;
170617;0700;9;;;
170617;0800;32;;;
170617;0900;8;;;
170617;1000;8;;;
170617;1100;7;;;
170617;1200;6;;;
170617;1300;16;;;
170617;1400;7;;;
170617;1500;18;;;
170617;1600;27;;;
170617;1700;76;;;
170617;1800;219;;;
170617;1900;204;;;
170617;2000;75;;;
170617;2100;103;;;
170617;2200;103;;;
170617;2300;66;;;
170618;0000;45;;;
170618;0100;54;;;
170618;0200;46;;;
170618;0300;30;;;
170618;0400;26;;;
170618;0500;19;;;
170618;0600;25;;;
170618;0700;26;;;
170618;0800;32;;;
170618;0900;90;;;
170618;1000;84;;;
170618;1100;122;;;
170618;1200;122;;;
170618;1300;160;;;
170618;1400;101;;;
170618;1500;63;;;
170618;1600;44;;;
170618;1700;54;;;
170618;1800;89;;;
170618;1900;36;;;
170618;2000;13;;;
170618;2100;73;;;
170618;2200;103;;;
170618;2300;331;;;
170619;0000;160;;;
170619;0100;124;;;
170619;0200;100;;;
170619;0300;55;;;
170619;0400;40;;;
170619;0500;38;;;
170619;0600;45;;;
170619;0700;60;;;
170619;0800;120;;;
170619;0900;169;;;
170619;1000;147;;;
170619;1100;145;;;
170619;1200;59;;;
170619;1300;54;;;
170619;1400;58;;;
170619;1500;70;;;
170619;1600;32;;;
170619;1700;40;;;
170619;1800;78;;;
170619;1900;65;;;
170619;2000;263;;;
170619;2100;574;;;
170619;2200;221;;;
170619;2300;169;;;
170620;0000;87;;;
170620;0100;79;;;
170620;0200;26;;;
170620;0300;34;;;
170620;0400;68;;;
170620;0500;44;;;
170620;0600;42;;;
170620;0700;86;;;
170620;0800;81;;;
170620;0900;91;;;
170620;1000;83;;;
170620;1100;84;;;
170620;1200;88;;;
170620;1300;100;;;
170620;1400;148;;;
170620;1500;226;;;
170620;1600;130;;;
170620;1700;63;;;
170620;1800;43;;;
170620;1900;96;;;
170620;2000;78;;;
170620;2100;66;;;
170620;2200;25;;;
170620;2300;14;;;
170621;0000;10;;;
170621;0100;6;;;
170621;0200;9;;;
170621;0300;10;;;
170621;0400;6;;;
170621;0500;4;;;
170621;0600;8;;;
170621;0700;10;;;
170621;0800;13;;;
170621;0900;22;;;
170621;1000;18;;;
170621;1100;20;;;
170621;1200;11;;;
170621;1300;13;;;
170621;1400;15;;;
170621;1500;18;;;
170621;1600;56;;;
170621;1700;12;;;
170621;1800;13;;;
170621;1900;10;;;
170621;2000;8;;;
170621;2100;7;;;
170621;2200;8;;;
170621;2300;19;;;
170622;0000;44;;;
170622;0100;3;;;
170622;0200;1;;;
170622;0300;1;;;
170622;0400;1;;;
170622;0500;4;;;
170622;0600;7;;;
170622;0700;4;;;
170622;0800;5;;;
170622;0900;8;;;
170622;1000;9;;;
170622;1100;8;;;
170622;1200;8;;;
170622;1300;8;;;
170622;1400;7;;;
170622;1500;3;;;
170622;1600;18;;;
170622;1700;20;;;
170622;1800;21;;;
170622;1900;27;;;
170622;2000;60;;;
170622;2100;29;;;
170622;2200;71;;;
170622;2300;30;;;
170623;0000;32;;;
170623;0100;33;;;
170623;0200;19;;;
170623;0300;14;;;
170623;0400;14;;;
170623;0500;13;;;
170623;0600;12;;;
170623;0700;10;;;
170623;0800;32;;;
170623;0900;74;;;
170623;1000;65;;;
170623;1100;27;;;
170623;1200;15;;;
170623;1300;9;;;
170623;1400;8;;;
170623;1500;6;;;
170623;1600;4;;;
170623;1700;5;;;
170623;1800;23;;;
170623;1900;21;;;
170623;2000;19;;;
170623;2100;61;;;
170623;2200;47;;;
170623;2300;29;;;
170624;0000;55;;;
170624;0100;39;;;
170624;0200;31;;;
170624;0300;27;;;
170624;0400;65;;;
170624;0500;56;;;
170624;0600;38;;;
170624;0700;33;;;
170624;0800;30;;;
170624;0900;30;;;
170624;1000;32;;;
170624;1100;66;;;
170624;1200;119;;;
170624;1300;145;;;
170624;1400;21;;;
170624;1500;19;;;
170624;1600;19;;;
170624;1700;73;;;
170624;1800;66;;;
170624;1900;42;;;
170624;2000;50;;;
170624;2100;21;;;
170624;2200;10;;;
170624;2300;8;;;
170625;0000;9;;;
170625;0100;12;;;
170625;0200;8;;;
170625;0300;4;;;
170625;0400;4;;;
170625;0500;3;;;
170625;0600;5;;;
170625;0700;8;;;
170625;0800;8;;;
170625;0900;9;;;
170625;1000;29;;;
170625;1100;40;;;
170625;1200;14;;;
170625;1300;14;;;
170625;1400;12;;;
170625;1500;10;;;
170625;1600;8;;;
170625;1700;8;;;
170625;1800;18;;;
170625;1900;7;;;
170625;2000;23;;;
170625;2100;28;;;
170625;2200;8;;;
170625;2300;8;;;
170626;0000;8;;;
170626;0100;8;;;
170626;0200;7;;;
170626;0300;8;;;
170626;0400;7;;;
170626;0500;1;;;
170626;0600;;;;
170626;0700;;;1;
170626;0800;;;;
170626;0900;;1;;
170626;1000;26;;;
170626;1100;27;;;
170626;1200;26;;;
170626;1300;23;;;
170626;1400;15;;;
170626;1500;10;;;
170626;1600;15;;;
170626;1700;33;;;
170626;1800;10;;;
170626;1900;31;;;
170626;2000;11;;;
170626;2100;22;;;
170626;2200;87;;;
170626;2300;71;;;
170627;0000;51;;;
170627;0100;33;;;
170627;0200;33;;;
170627;0300;28;;;
170627;0400;9;;;
170627;0500;26;;;
170627;0600;51;;;
170627;0700;62;;;
170627;0800;53;;;
170627;0900;49;;;
170627;1000;48;;;
170627;1100;85;;;
170627;1200;46;;;
170627;1300;34;;;
170627;1400;23;;;
170627;1500;27;;;
170627;1600;38;;;
170627;1700;34;;;
170627;1800;46;;;
170627;1900;72;;;
170627;2000;26;;;
170627;2100;85;;;
170627;2200;36;;;
170627;2300;27;;;
170628;0000;87;;;
170628;0100;140;;;
170628;0200;139;;;
170628;0300;35;;;
170628;0400;10;;;
170628;0500;18;;;
170628;0600;;1;;
170628;0700;7;;;
170628;0800;10;;;
170628;0900;8;;;
170628;1000;8;;;
170628;1100;14;;;
170628;1200;14;;;
170628;1300;10;;;
170628;1400;10;;;
170628;1500;25;;;
170628;1600;22;;;
170628;1700;30;;;
170628;1800;32;;;
170628;1900;31;;;
170628;2000;36;;;
170628;2100;26;;;
170628;2200;5;;;
170628;2300;7;;;
170629;0000;8;;;
170629;0100;7;;;
170629;0200;6;;;
170629;0300;6;;;
170629;0400;1;;;
170629;0500;3;;;
170629;0600;6;;;
170629;0700;5;;;
170629;0800;8;;;
170629;0900;;;;
170629;1000;49;;;
170629;1100;50;;;
170629;1200;76;;;
170629;1300;60;;;
170629;1400;46;;;
170629;1500;50;;;
170629;1600;73;;;
170629;1700;47;;;
170629;1800;43;;;
170629;1900;109;;;
170629;2000;150;;;
170629;2100;111;;;
170629;2200;65;;;
170629;2300;49;;;
170630;0000;42;;;
170630;0100;30;;;
170630;0200;23;;;
170630;0300;6;;;
170630;0400;8;;;
170630;0500;7;;;
170630;0600;7;;;
170630;0700;9;;;
170630;0800;12;;;
170630;0900;16;;;
170630;1000;27;;;
170630;1100;9;;;
170630;1200;11;;;
170630;1300;;;;
170630;1400;6;;;
170630;1500;8;;;
170630;1600;20;;;
170630;1700;21;;;
170630;1800;43;;;
170630;1900;24;;;
170630;2000;45;;;
170630;2100;17;;;
170630;2200;32;;;
170630;2300;148;;;
170701;0000;23;;;
170701;0100;22;;;
170701;0200;218;;;
170701;0300;10;;;
170701;0400;47;;;
170701;0500;7;;;
170701;0600;3;;;
170701;0700;3;;;
170701;0800;8;;;
170701;0900;11;;;
170701;1000;28;;;
170701;1100;45;;;
170701;1200;53;;;
170701;1300;60;;;
170701;1400;59;;;
170701;1500;70;;;
170701;1600;58;;;
170701;1700;76;;;
170701;1800;111;;;
170701;1900;260;;;
170701;2000;87;;;
170701;2100;46;;;
170701;2200;49;;;
170701;2300;43;;;
170702;0000;39;;;
170702;0100;33;;;
170702;0200;27;;;
170702;0300;16;;;
170702;0400;29;;;
170702;0500;30;;;
170702;0600;20;;;
170702;0700;17;;;
170702;0800;14;;;
170702;0900;35;;;
170702;1000;51;;;
170702;1100;53;;;
170702;1200;49;;;
170702;1300;62;;;
170702;1400;46;;;
170702;1500;76;;;
170702;1600;70;;;
170702;1700;56;;;
170702;1800;54;;;
170702;1900;82;;;
170702;2000;26;;;
170702;2100;131;;;
170702;2200;37;;;
170702;2300;10;;;
170703;0000;12;;;
170703;0100;12;;;
170703;0200;9;;;
