FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150509;1000;10;;;
150509;1100;9;;;
150509;1200;18;;;
150509;1300;18;;;
150509;1400;12;;;
150509;1500;12;;;
150509;1600;7;;;
150509;1700;20;;;
150509;1800;61;;;
150509;1900;38;;;
150509;2000;56;;;
150509;2100;74;;;
150509;2200;40;;;
150509;2300;22;;;
150510;0000;19;;;
150510;0100;7;;;
150510;0200;11;;;
150510;0300;11;;;
150510;0400;11;;;
150510;0500;12;;;
150510;0600;8;;;
150510;0700;5;;;
150510;0800;27;;;
150510;0900;27;;;
150510;1000;56;;;
150510;1100;65;;;
150510;1200;104;;;
150510;1300;136;;;
150510;1400;76;;;
150510;1500;31;;;
150510;1600;21;;;
150510;1700;102;;;
150510;1800;131;;;
150510;1900;184;;;
150510;2000;221;;;
150510;2100;271;;;
150510;2200;245;;;
150510;2300;256;;;
150511;0000;261;;;
150511;0100;138;;;
150511;0200;102;;;
150511;0300;56;;;
150511;0400;30;;;
150511;0500;27;;;
150511;0600;19;;;
150511;0700;35;;;
150511;0800;46;;;
150511;0900;33;;;
150511;1000;42;;;
150511;1100;32;;;
150511;1200;11;;;
150511;1300;12;;;
150511;1400;10;;;
150511;1500;7;;;
150511;1600;10;;;
150511;1700;33;;;
150511;1800;23;;;
150511;1900;39;;;
150511;2000;99;;;
150511;2100;102;;;
150511;2200;89;;;
150511;2300;80;;;
150512;0000;32;;;
150512;0100;25;;;
150512;0200;18;;;
150512;0300;20;;;
150512;0400;20;;;
150512;0500;20;;;
150512;0600;22;;;
150512;0700;20;;;
150512;0800;33;;;
150512;0900;33;;;
150512;1000;37;;;
150512;1100;28;;;
150512;1200;;;79,74;
150512;1300;22;;;
150512;1400;13;;;
150512;1500;20;;;
150512;1600;22;;;
150512;1700;29;;;
150512;1800;58;;;
150512;1900;70;;;
150512;2000;102;;;
150512;2100;134;;;
150512;2200;215;;;
150512;2300;98;;;
150513;0000;82;;;
150513;0100;80;;;
150513;0200;73;;;
150513;0300;38;;;
150513;0400;37;;;
150513;0500;17;;;
150513;0600;21;;;
150513;0700;19;;;
150513;0800;21;;;
150513;0900;28;;;
150513;1000;21;;;
150513;1100;39;;;
150513;1200;33;;;
150513;1300;22;;;
150513;1400;10;;;
150513;1500;17;;;
150513;1600;15;;;
150513;1700;68;;;
150513;1800;174;;;
150513;1900;201;;;
150513;2000;172;;;
150513;2100;274;;;
150513;2200;223;;;
150513;2300;137;;;
150514;0000;307;;;
150514;0100;146;;;
150514;0200;51;;;
150514;0300;25;;;
150514;0400;22;;;
150514;0500;22;;;
150514;0600;37;;;
150514;0700;44;;;
150514;0800;53;;;
150514;0900;59;;;
150514;1000;65;;;
150514;1100;83;;;
150514;1200;134;;;
150514;1300;76;;;
150514;1400;53;;;
150514;1500;55;;;
150514;1600;80;;;
150514;1700;112;;;
150514;1800;93;;;
150514;1900;139;;;
150514;2000;95;;;
150514;2100;94;;;
150514;2200;58;;;
150514;2300;63;;;
150515;0000;44;;;
150515;0100;20;;;
150515;0200;15;;;
150515;0300;18;;;
150515;0400;18;;;
150515;0500;18;;;
150515;0600;21;;;
150515;0700;21;;;
150515;0800;21,79;;;
150515;0900;35,41;;;
150515;1000;46,99;;;
150515;1100;26,56;;;
150515;1200;19,75;;;
150515;1300;7,491;;;
150515;1400;8,17;;;
150515;1500;15,66;;;
150515;1600;29,28;;;
150515;1700;32,6899;;;
150515;1800;27,92;;;
150515;1900;32,1899;;;
150515;2000;33,37;;;
150515;2100;27,92;;;
150515;2200;32,0099;;;
150515;2300;10,21;;;
150516;0000;12,26;;;
150516;0100;20,43;;;
150516;0200;17,02;;;
150516;0300;16,34;;;
150516;0400;10,08;;;
150516;0500;10,21;;;
150516;0600;8,17;;;
150516;0700;7,39999;;;
150516;0800;10,9;;;
150516;0900;13,39;;;
150516;1000;11,58;;;
150516;1100;8,89998;;;
150516;1200;9,89998;;;
150516;1300;12,26;;;
150516;1400;16,93;;;
150516;1500;24,51;;;
150516;1600;27,83;;;
150516;1700;44,9399;;;
150516;1800;18,43;;;
150516;1900;16,34;;;
150516;2000;19,07;;;
150516;2100;14,98;;;
150516;2200;14,98;;;
150516;2300;10,9;;;
150517;0000;8,84998;;;
150517;0100;9,53;;;
150517;0200;11,62;;;
150517;0300;15,89;;;
150517;0400;6,129;;;
150517;0500;8,17;;;
150517;0600;7,491;;;
150517;0700;7,491;;;
150517;0800;11,58;;;
150517;0900;12,26;;;
150517;1000;24,51;;;
150517;1100;44,2599;;;
150517;1200;54,48;;;
150517;1300;40,1299;;;
150517;1400;38,8199;;;
150517;1500;47,67;;;
150517;1600;34,05;;;
150517;1700;40;;;
150517;1800;34,05;;;
150517;1900;53,12;;;
150517;2000;81,1;;;
150517;2100;40,86;;;
150517;2200;26,56;;;
150517;2300;23,15;;;
150518;0000;10,9;;;
150518;0100;16,91;;;
150518;0200;36,09;;;
150518;0300;36,77;;;
150518;0400;42,52;;;
150518;0500;24,51;;;
150518;0600;43,58;;;
150518;0700;27,24;;;
150518;0800;25,88;;;
150518;0900;25,88;;;
150518;1000;30,64;;;
150518;1100;52,43;;;
150518;1200;76,2699;;;
150518;1300;72,1797;;;
150518;1400;42,72;;;
150518;1500;29,28;;;
150518;1600;38,8199;;;
150518;1700;22,52;;;
150518;1800;103,5;;;
150518;1900;112,4;;;
150518;2000;94;;;
150518;2100;40,86;;;
150518;2200;39,5;;;
150518;2300;29,96;;;
150519;0000;27,83;;;
150519;0100;21,11;;;
150519;0200;22,47;;;
150519;0300;16,34;;;
150519;0400;10,9;;;
150519;0500;12,94;;;
150519;0600;17,02;;;
150519;0700;25,2;;;
150519;0800;19,07;;;
150519;0900;26,56;;;
150519;1000;26,56;;;
150519;1100;46,31;;;
150519;1200;40,18;;;
150519;1300;31,32;;;
150519;1400;21,5;;;
150519;1500;20,43;;;
150519;1600;24,29;;;
150519;1700;29,28;;;
150519;1800;75,59;;;
150519;1900;40,86;;;
150519;2000;44,33;;;
150519;2100;41,54;;;
150519;2200;31,32;;;
150519;2300;25,88;;;
150520;0000;16,62;;;
150520;0100;9,53;;;
150520;0200;9,53;;;
150520;0300;8,17;;;
150520;0400;6,129;;;
150520;0500;5,448;;;
150520;0600;5,448;;;
150520;0700;6,129;;;
150520;0800;6,81;;;
150520;0900;6,21899;;;
150520;1000;8,14998;;;
150520;1100;9,67;;;
150520;1200;11,58;;;
150520;1300;11,58;;;
150520;1400;21,11;;;
150520;1500;26,56;;;
150520;1600;23,88;;;
150520;1700;29,28;;;
150520;1800;23,83;;;
150520;1900;29,28;;;
150520;2000;23,88;;;
150520;2100;42,22;;;
150520;2200;74,9098;;;
150520;2300;67,4198;;;
150521;0000;55,16;;;
150521;0100;29,96;;;
150521;0200;19,07;;;
150521;0300;9,62;;;
150521;0400;8,17;;;
150521;0500;10,65;;;
150521;0600;11,58;;;
150521;0700;9,53;;;
150521;0800;16,52;;;
150521;0900;24,51;;;
150521;1000;27,92;;;
150521;1100;12,94;;;
150521;1200;21,11;;;
150521;1300;37,45;;;
150521;1400;27,92;;;
150521;1500;32,6899;;;
150521;1600;25,2;;;
150521;1700;38,8199;;;
150521;1800;55,16;;;
150521;1900;59,93;;;
150521;2000;49,03;;;
150521;2100;70,8197;;;
150521;2200;33,84;;;
150521;2300;34,05;;;
150522;0000;22,13;;;
150522;0100;15,66;;;
150522;0200;12,26;;;
150522;0300;12,28;;;
150522;0400;12,94;;;
150522;0500;13,62;;;
150522;0600;14,98;;;
150522;0700;14,3;;;
150522;0800;28,6;;;
150522;0900;40,86;;;
150522;1000;18,39;;;
150522;1100;33,37;;;
150522;1200;12,94;;;
150522;1300;12,94;;;
150522;1400;10,21;;;
150522;1500;9,53;;;
150522;1600;10,21;;;
150522;1700;19,07;;;
150522;1800;26,56;;;
150522;1900;25,88;;;
150522;2000;23,15;;;
150522;2100;33,37;;;
150522;2200;18,39;;;
150522;2300;14,98;;;
150523;0000;10,8;;;
150523;0100;23,83;;;
150523;0200;7,491;;;
150523;0300;7,445;;;
150523;0400;8,17;;;
150523;0500;15,66;;;
150523;0600;6,81;;;
150523;0700;6,265;;;
150523;0800;18,39;;;
150523;0900;29,28;;;
150523;1000;12,94;;;
150523;1100;10,21;;;
150523;1200;9,53;;;
150523;1300;9,53;;;
150523;1400;9,53;;;
150523;1500;12,26;;;
150523;1600;19,07;;;
150523;1700;56,52;;;
150523;1800;160;;;
150523;1900;265,6;;;
150523;2000;476;;;
150523;2100;369,1;;;
150523;2200;354,8;;;
150523;2300;240,4;;;
150524;0000;164,8;;;
150524;0100;136,2;;;
150524;0200;60,61;;;
150524;0300;43,58;;;
150524;0400;29,28;;;
150524;0500;24,52;;;
150524;0600;16,34;;;
150524;0700;31,33;;;
150524;0800;58,6;;;
150524;0900;104,2;;;
150524;1000;90,6;;;
150524;1100;41,54;;;
150524;1200;42,22;;;
150524;1300;27,92;;;
150524;1400;12,26;;;
150524;1500;13,01;;;
150524;1600;20,43;;;
150524;1700;44,17;;;
150524;1800;91,2;;;
150524;1900;154,6;;;
150524;2000;178,4;;;
150524;2100;282,6;;;
150524;2200;261,7;;;
150524;2300;298,9;;;
150525;0000;463,1;;;
150525;0100;363,6;;;
150525;0200;220,7;;;
150525;0300;236,3;;;
150525;0400;162,8;;;
150525;0500;123,9;;;
150525;0600;138,3;;;
150525;0700;204,3;;;
150525;0800;258,1;;;
150525;0900;232,9;;;
150525;1000;;;;
150525;1100;34,05;;;
150525;1200;13,62;;;
150525;1300;12,1;;;
150525;1400;10,21;;;
150525;1500;21,09;;;
150525;1600;23,11;;;
150525;1700;67,4198;;;
150525;1800;176,4;;;
150525;1900;205,7;;;
150525;2000;107,1;;;
150525;2100;345,3;;;
150525;2200;375,2;;;
150525;2300;156,6;;;
150526;0000;153,2;;;
150526;0100;77,6299;;;
150526;0200;49,03;;;
150526;0300;42,17;;;
150526;0400;50,39;;;
150526;0500;39,5;;;
150526;0600;42,15;;;
150526;0700;34,23;;;
150526;0800;63,22;;;
150526;0900;39,5;;;
150526;1000;28,6;;;
150526;1100;40,18;;;
150526;1200;31,32;;;
150526;1300;52,43;;;
150526;1400;73,5398;;;
150526;1500;62,65;;;
150526;1600;74,59;;;
150526;1700;66,0497;;;
150526;1800;136,2;;;
150526;1900;188,6;;;
150526;2000;272,6;;;
150526;2100;224,3;;;
150526;2200;262,2;;;
150526;2300;84,3999;;;
150527;0000;85,1;;;
150527;0100;63,24;;;
150527;0200;61,29;;;
150527;0300;42,9;;;
150527;0400;39,5;;;
150527;0500;36,0699;;;
150527;0600;35,41;;;
150527;0700;43,7599;;;
150527;0800;47,67;;;
150527;0900;62,65;;;
150527;1000;75,59;;;
150527;1100;88,5;;;
150527;1200;123,3;;;
150527;1300;138,1;;;
150527;1400;245,8;;;
150527;1500;283,4;;;
150527;1600;224,7;;;
150527;1700;192;;;
150527;1800;141,6;;;
150527;1900;244,5;;;
150527;2000;295,5;;;
150527;2100;265,2;;;
150527;2200;194,8;;;
150527;2300;112,4;;;
150528;0000;91,2;;;
150528;0100;82,3999;;;
150528;0200;69,46;;;
150528;0300;51,03;;;
150528;0400;65,37;;;
150528;0500;58,84;;;
150528;0600;56,52;;;
150528;0700;59,24;;;
150528;0800;57,8799;;;
150528;0900;65,1897;;;
150528;1000;147,8;;;
150528;1100;71,0697;;;
150528;1200;51,0699;;;
150528;1300;32,6899;;;
150528;1400;26,44;;;
150528;1500;21;;;
150528;1600;19,07;;;
150528;1700;29,96;;;
150528;1800;34,73;;;
150528;1900;40,18;;;
150528;2000;34,73;;;
150528;2100;24,65;;;
150528;2200;19,07;;;
150528;2300;8,17;;;
150529;0000;23,83;;;
150529;0100;12,26;;;
150529;0200;12,94;;;
150529;0300;13,1;;;
150529;0400;11,55;;;
150529;0500;10,21;;;
150529;0600;16,34;;;
150529;0700;31,32;;;
150529;0800;26,56;;;
150529;0900;53,8;;;
150529;1000;25,79;;;
150529;1100;40,18;;;
150529;1200;38,8199;;;
150529;1300;42,9;;;
150529;1400;66,0497;;;
150529;1500;62,6299;;;
150529;1600;34,05;;;
150529;1700;40,18;;;
150529;1800;57,8799;;;
150529;1900;92,6;;;
150529;2000;83,1;;;
150529;2100;69,5;;;
150529;2200;60,61;;;
150529;2300;73,5398;;;
150530;0000;32,73;;;
150530;0100;23,83;;;
150530;0200;28,24;;;
150530;0300;28,42;;;
150530;0400;19,75;;;
150530;0500;16,34;;;
150530;0600;20,43;;;
150530;0700;19,07;;;
150530;0800;20,38;;;
150530;0900;36,77;;;
150530;1000;19,75;;;
150530;1100;11,58;;;
150530;1200;10,21;;;
150530;1300;8,84998;;;
150530;1400;8,84998;;;
150530;1500;15,66;;;
150530;1600;22,22;;;
150530;1700;23,83;;;
150530;1800;33,37;;;
150530;1900;48,58;;;
150530;2000;46,31;;;
150530;2100;62,65;;;
150530;2200;27,92;;;
150530;2300;54,48;;;
150531;0000;38,8199;;;
150531;0100;44,2599;;;
150531;0200;11,58;;;
150531;0300;8,17;;;
150531;0400;6,333;;;
150531;0500;5,516;;;
150531;0600;4,767;;;
150531;0700;9,53;;;
150531;0800;21,79;;;
150531;0900;22,47;;;
150531;1000;22,29;;;
150531;1100;16,71;;;
150531;1200;43,29;;;
150531;1300;34,05;;;
150531;1400;37,45;;;
150531;1500;44,9399;;;
150531;1600;29,28;;;
150531;1700;17,02;;;
150531;1800;15,71;;;
150531;1900;18,41;;;
150531;2000;14,21;;;
150531;2100;15,78;;;
150531;2200;14,3;;;
150531;2300;13,23;;;
150601;0000;10,9;;;
150601;0100;7,286;;;
150601;0200;7,491;;;
150601;0300;5,448;;;
150601;0400;4,086;;;
150601;0500;4;;;
150601;0600;4,086;;;
150601;0700;10,21;;;
150601;0800;9,53;;;
150601;0900;12,26;;;
150601;1000;14,98;;;
150601;1100;23,15;;;
150601;1200;37,39;;;
150601;1300;33;;;
150601;1400;29,96;;;
150601;1500;25,2;;;
150601;1600;42,42;;;
150601;1700;38,8199;;;
150601;1800;37,45;;;
150601;1900;23,83;;;
150601;2000;16,93;;;
150601;2100;16;;;
150601;2200;11,58;;;
150601;2300;7,491;;;
150602;0000;4;;;
150602;0100;4;;;
150602;0200;4,767;;;
150602;0300;5,448;;;
150602;0400;4,086;;;
150602;0500;5,448;;;
150602;0600;4,767;;;
150602;0700;4,086;;;
150602;0800;6,81;;;
150602;0900;5,516;;;
150602;1000;5,448;;;
150602;1100;8,84998;;;
150602;1200;11,58;;;
150602;1300;15,91;;;
150602;1400;13,53;;;
150602;1500;17,02;;;
150602;1600;27,92;;;
150602;1700;38,1299;;;
150602;1800;25,2;;;
150602;1900;20,43;;;
150602;2000;15,66;;;
150602;2100;14,3;;;
150602;2200;18,39;;;
150602;2300;19,75;;;
150603;0000;19,75;;;
150603;0100;14,98;;;
150603;0200;17,68;;;
150603;0300;9,53;;;
150603;0400;12,26;;;
150603;0500;18,39;;;
150603;0600;14,98;;;
150603;0700;34,05;;;
150603;0800;44,2599;;;
150603;0900;48,48;;;
150603;1000;24,51;;;
150603;1100;21,11;;;
150603;1200;;67,1;;
150603;1300;8,17;;;
150603;1400;6,129;;;
150603;1500;4,086;;;
150603;1600;18,59;;;
150603;1700;51,75;;;
150603;1800;113,7;;;
150603;1900;121,9;;;
150603;2000;91,8999;;;
150603;2100;94,6;;;
150603;2200;58,56;;;
150603;2300;35,41;;;
150604;0000;25,85;;;
150604;0100;20,43;;;
150604;0200;18,39;;;
150604;0300;8,84998;;;
150604;0400;9,53;;;
150604;0500;8,84998;;;
150604;0600;8,17;;;
150604;0700;9,82999;;;
150604;0800;8,84998;;;
150604;0900;5,448;;;
150604;1000;8,84998;;;
150604;1100;11,58;;;
150604;1200;22,4;;;
150604;1300;26,56;;;
150604;1400;51,75;;;
150604;1500;27,42;;;
150604;1600;27,24;;;
150604;1700;21,79;;;
150604;1800;17,71;;;
150604;1900;16,34;;;
150604;2000;12,26;;;
150604;2100;10,9;;;
150604;2200;9,53;;;
150604;2300;9,53;;;
150605;0000;8,84998;;;
150605;0100;6,81;;;
150605;0200;4,767;;;
150605;0300;6,81;;;
150605;0400;7,491;;;
150605;0500;5,448;;;
150605;0600;24,99;;;
150605;0700;38,91;;;
150605;0800;46,06;;;
150605;0900;43,49;;;
150605;1000;25,2;;;
150605;1100;10,21;;;
150605;1200;11,58;;;
150605;1300;11,58;;;
150605;1400;9,17;;;
150605;1500;11,58;;;
150605;1600;13,62;;;
150605;1700;27,24;;;
150605;1800;28,6;;;
150605;1900;33,37;;;
150605;2000;15,68;;;
150605;2100;17,02;;;
150605;2200;19,75;;;
150605;2300;18,39;;;
150606;0000;8,17;;;
150606;0100;9,53;;;
150606;0200;10,8;;;
150606;0300;9,67;;;
150606;0400;9,64998;;;
150606;0500;8,17;;;
150606;0600;5,448;;;
150606;0700;6,81;;;
150606;0800;11,58;;;
150606;0900;13,62;;;
150606;1000;12,26;;;
150606;1100;17,61;;;
150606;1200;13,62;;;
150606;1300;21,79;;;
150606;1400;21,11;;;
150606;1500;29,96;;;
150606;1600;23,15;;;
150606;1700;34,73;;;
150606;1800;40,72;;;
150606;1900;39,5;;;
150606;2000;33,37;;;
150606;2100;31,32;;;
150606;2200;44,2599;;;
150606;2300;32,71;;;
150607;0000;25,2;;;
150607;0100;26,56;;;
150607;0200;21,11;;;
150607;0300;11,58;;;
150607;0400;12,26;;;
150607;0500;11,58;;;
150607;0600;8,17;;;
150607;0700;7,127;;;
150607;0800;15,66;;;
150607;0900;27,92;;;
150607;1000;35,41;;;
150607;1100;43,08;;;
150607;1200;50,3199;;;
150607;1300;101,4;;;
150607;1400;79,6698;;;
150607;1500;46,92;;;
150607;1600;63,33;;;
150607;1700;76,95;;;
150607;1800;36,77;;;
150607;1900;35,41;;;
150607;2000;59,24;;;
150607;2100;77,6299;;;
150607;2200;40,74;;;
150607;2300;17,02;;;
150608;0000;14,3;;;
150608;0100;11,58;;;
150608;0200;9,53;;;
150608;0300;7,491;;;
150608;0400;7,491;;;
150608;0500;11,58;;;
150608;0600;16,34;;;
150608;0700;13,62;;;
150608;0800;17,02;;;
150608;0900;17,71;;;
150608;1000;17,09;;;
150608;1100;;;;
150608;1200;30,64;;;
150608;1300;19,07;;;
150608;1400;20,43;;;
150608;1500;8,17;;;
150608;1600;19,07;;;
150608;1700;53,12;;;
150608;1800;56,52;;;
150608;1900;147,1;;;
150608;2000;79,6698;;;
150608;2100;136,9;;;
150608;2200;103,1;;;
150608;2300;44,9399;;;
150609;0000;17,71;;;
150609;0100;22,47;;;
150609;0200;10,9;;;
150609;0300;10,9;;;
150609;0400;12,28;;;
150609;0500;24,51;;;
150609;0600;23,83;;;
150609;0700;21,11;;;
150609;0800;42,22;;;
150609;0900;33,37;;;
150609;1000;39,54;;;
150609;1100;15,66;;;
150609;1200;6,81;;;
150609;1300;6,129;;;
150609;1400;17,71;;;
150609;1500;14,98;;;
150609;1600;14,98;;;
150609;1700;36,77;;;
150609;1800;77,6299;;;
150609;1900;98,7;;;
150609;2000;95,2997;;;
150609;2100;85,5;;;
150609;2200;61,97;;;
150609;2300;25,2;;;
150610;0000;19,75;;;
150610;0100;15,66;;;
150610;0200;8,17;;;
150610;0300;10,9;;;
150610;0400;11,58;;;
150610;0500;10,21;;;
150610;0600;16,34;;;
150610;0700;42,99;;;
150610;0800;43,04;;;
150610;0900;47,67;;;
150610;1000;55,84;;;
150610;1100;29,96;;;
150610;1200;23,83;;;
150610;1300;22,47;;;
150610;1400;22,47;;;
150610;1500;30,64;;;
150610;1600;57,2;;;
150610;1700;72,86;;;
150610;1800;109,6;;;
150610;1900;112,4;;;
150610;2000;71,1598;;;
150610;2100;83,7997;;;
150610;2200;86,5;;;
150610;2300;59,24;;;
150611;0000;59,93;;;
150611;0100;19,75;;;
150611;0200;15,66;;;
150611;0300;12,94;;;
150611;0400;10,55;;;
150611;0500;9,53;;;
150611;0600;19,07;;;
150611;0700;34,05;;;
150611;0800;24,51;;;
150611;0900;27,92;;;
150611;1000;38,8199;;;
150611;1100;42,22;;;
150611;1200;39,56;;;
150611;1300;27,31;;;
150611;1400;14,3;;;
150611;1500;62,65;;;
150611;1600;53,12;;;
150611;1700;134,8;;;
150611;1800;154,6;;;
150611;1900;271;;;
150611;2000;430,4;;;
150611;2100;147,1;;;
150611;2200;93,2997;;;
150611;2300;104,1;;;
150612;0000;81;;;
150612;0100;45,62;;;
150612;0200;17,71;;;
150612;0300;17,02;;;
150612;0400;17,71;;;
150612;0500;24,54;;;
150612;0600;36,77;;;
150612;0700;32,0099;;;
150612;0800;36,3199;;;
150612;0900;40,18;;;
150612;1000;69,46;;;
150612;1100;40,18;;;
150612;1200;19,07;;;
150612;1300;14,98;;;
150612;1400;11,58;;;
150612;1500;24,51;;;
150612;1600;12,26;;;
150612;1700;50,39;;;
150612;1800;74,9098;;;
150612;1900;70,1399;;;
150612;2000;72,86;;;
150612;2100;57,8799;;;
150612;2200;89,8999;;;
150612;2300;72,86;;;
150613;0000;29,28;;;
150613;0100;15,66;;;
150613;0200;13,62;;;
150613;0300;11,58;;;
150613;0400;10,53;;;
150613;0500;11,58;;;
150613;0600;10,67;;;
150613;0700;14,98;;;
150613;0800;27,92;;;
150613;0900;25,88;;;
150613;1000;32,6899;;;
150613;1100;20,43;;;
150613;1200;14,98;;;
150613;1300;14,3;;;
150613;1400;13,87;;;
150613;1500;17,02;;;
150613;1600;23,83;;;
150613;1700;32,0099;;;
150613;1800;38,8199;;;
150613;1900;31,32;;;
150613;2000;24,51;;;
150613;2100;23,83;;;
150613;2200;21,11;;;
150613;2300;23,15;;;
150614;0000;27,24;;;
150614;0100;23,83;;;
150614;0200;17,71;;;
150614;0300;32,0099;;;
150614;0400;15,66;;;
150614;0500;19,07;;;
150614;0600;13,62;;;
150614;0700;15,66;;;
150614;0800;23,08;;;
150614;0900;36,09;;;
150614;1000;25,88;;;
150614;1100;17,71;;;
150614;1200;10,21;;;
150614;1300;15,66;;;
150614;1400;16,62;;;
150614;1500;42,9;;;
150614;1600;56,52;;;
150614;1700;80,3999;;;
150614;1800;60,61;;;
150614;1900;47,67;;;
150614;2000;71,5;;;
150614;2100;56,43;;;
150614;2200;49,03;;;
150614;2300;22,47;;;
150615;0000;26,56;;;
150615;0100;15,68;;;
150615;0200;11,55;;;
150615;0300;10,9;;;
150615;0400;10,21;;;
150615;0500;11,58;;;
150615;0600;12,94;;;
150615;0700;23,15;;;
150615;0800;30,67;;;
150615;0900;29,24;;;
150615;1000;23,83;;;
150615;1100;31,32;;;
150615;1200;30,67;;;
150615;1300;21,79;;;
150615;1400;35,41;;;
150615;1500;25,88;;;
150615;1600;33,37;;;
150615;1700;39,5;;;
150615;1800;78,33;;;
150615;1900;89,8999;;;
150615;2000;118,5;;;
150615;2100;159,3;;;
150615;2200;190;;;
150615;2300;141,8;;;
150616;0000;60,72;;;
150616;0100;18,39;;;
150616;0200;21,11;;;
150616;0300;14,3;;;
150616;0400;12,94;;;
150616;0500;9,53;;;
150616;0600;8,17;;;
150616;0700;30,64;;;
150616;0800;28,58;;;
150616;0900;23,13;;;
150616;1000;23,83;;;
150616;1100;30,64;;;
150616;1200;17,68;;;
150616;1300;18,39;;;
150616;1400;10,9;;;
150616;1500;17,68;;;
150616;1600;38,1299;;;
150616;1700;50,39;;;
150616;1800;36,64;;;
150616;1900;51,75;;;
150616;2000;48,35;;;
150616;2100;52,43;;;
150616;2200;38,1299;;;
150616;2300;36,09;;;
150617;0000;28,6;;;
150617;0100;25,2;;;
150617;0200;21,97;;;
150617;0300;26,56;;;
150617;0400;58,56;;;
150617;0500;104,2;;;
150617;0600;96,7;;;
150617;0700;124,9;;;
150617;0800;228,1;;;
150617;0900;254;;;
150617;1000;76,2699;;;
150617;1100;22,47;;;
150617;1200;14,3;;;
150617;1300;12,94;;;
150617;1400;12,26;;;
150617;1500;13,62;;;
150617;1600;14,3;;;
150617;1700;48,35;;;
150617;1800;304,4;;;
150617;1900;174,3;;;
150617;2000;273,1;;;
150617;2100;536,3;;;
150617;2200;413,6;;;
150617;2300;478;;;
150618;0000;247,9;;;
150618;0100;267,6;;;
150618;0200;172,3;;;
150618;0300;266,3;;;
150618;0400;36,09;;;
150618;0500;105;;;
150618;0600;49,03;;;
150618;0700;40,86;;;
150618;0800;55,16;;;
150618;0900;42,15;;;
150618;1000;40,86;;;
150618;1100;52,43;;;
150618;1200;72,86;;;
150618;1300;106,2;;;
150618;1400;195,5;;;
150618;1500;146,4;;;
150618;1600;104,2;;;
150618;1700;85,7997;;;
150618;1800;71,5;;;
150618;1900;153,9;;;
150618;2000;173,7;;;
150618;2100;106,2;;;
150618;2200;213,1;;;
150618;2300;155,9;;;
150619;0000;202,2;;;
150619;0100;76,95;;;
150619;0200;59,93;;;
150619;0300;82,3999;;;
150619;0400;71,75;;;
150619;0500;52,43;;;
150619;0600;60,61;;;
150619;0700;72,8197;;;
150619;0800;111,1;;;
150619;0900;134,2;;;
150619;1000;115,8;;;
150619;1100;80,3999;;;
150619;1200;74,23;;;
150619;1300;70,8197;;;
150619;1400;81;;;
150619;1500;63,33;;;
150619;1600;87,7997;;;
150619;1700;69,46;;;
150619;1800;56,52;;;
150619;1900;55,84;;;
150619;2000;41,54;;;
150619;2100;78,24;;;
150619;2200;148,5;;;
150619;2300;133,5;;;
150620;0000;61,97;;;
150620;0100;67,4198;;;
150620;0200;64,08;;;
150620;0300;37,45;;;
150620;0400;34,73;;;
150620;0500;27,92;;;
150620;0600;25,85;;;
150620;0700;25,85;;;
150620;0800;40,18;;;
150620;0900;66,73;;;
150620;1000;57,2;;;
150620;1100;67,7599;;;
150620;1200;51,0699;;;
150620;1300;23,83;;;
150620;1400;19,75;;;
150620;1500;23,15;;;
150620;1600;27,92;;;
150620;1700;85,7;;;
150620;1800;232,9;;;
150620;1900;433,5;;;
150620;2000;642,396;;;
150620;2100;466,5;;;
150620;2200;313,9;;;
150620;2300;490,3;;;
150621;0000;298,3;;;
150621;0100;34,05;;;
150621;0200;19,07;;;
150621;0300;19,07;;;
150621;0400;29,28;;;
150621;0500;14,1;;;
150621;0600;11,58;;;
150621;0700;15,66;;;
150621;0800;12,26;;;
150621;0900;16,34;;;
150621;1000;36,09;;;
150621;1100;21,11;;;
150621;1200;32,6899;;;
150621;1300;27,24;;;
150621;1400;32,6899;;;
150621;1500;32,71;;;
150621;1600;60,61;;;
150621;1700;62,65;;;
150621;1800;109;;;
150621;1900;115,8;;;
150621;2000;329,6;;;
150621;2100;374,5;;;
150621;2200;390,2;;;
150621;2300;170,9;;;
150622;0000;267,6;;;
150622;0100;369,8;;;
150622;0200;149,1;;;
150622;0300;40,18;;;
150622;0400;82,3999;;;
150622;0500;53,12;;;
150622;0600;89,8999;;;
150622;0700;128;;;
150622;0800;330,3;;;
150622;0900;217,2;;;
150622;1000;130,7;;;
150622;1100;113;;;
150622;1200;60,6299;;;
150622;1300;;87,1;;
150622;1400;33,39;;;
150622;1500;51,0699;;;
150622;1600;53,8;;;
150622;1700;74,9098;;;
150622;1800;160;;;
150622;1900;282,6;;;
150622;2000;259,4;;;
150622;2100;221,3;;;
150622;2200;107;;;
150622;2300;78,3097;;;
150623;0000;85,7997;;;
150623;0100;47,67;;;
150623;0200;45,62;;;
150623;0300;67,4198;;;
150623;0400;76,25;;;
150623;0500;32,6899;;;
150623;0600;41,54;;;
150623;0700;115,1;;;
150623;0800;141,6;;;
150623;0900;94,7;;;
150623;1000;98,1;;;
150623;1100;170,2;;;
150623;1200;140,4;;;
150623;1300;81;;;
150623;1400;53,8;;;
150623;1500;44,2599;;;
150623;1600;100,8;;;
150623;1700;266,3;;;
150623;1800;257,4;;;
150623;1900;275,1;;;
150623;2000;102,8;;;
